Experiment,Distance,Diagonal?,Trial,stim1_voicing,stim1_f0,stim1_F1,stim1_Closure,stim2_voicing,stim2_f0,stim2_F1,stim2_Closure
f1_voicing_dur,0.0024947524070739746,0,36,0,,0,,0,,1,
f1_voicing_dur,0.002437293529510498,1,36,0,,0,,1,,1,
f1_voicing_dur,3.9458274841308594e-05,0,36,0,,0,,1,,0,
f1_voicing_dur,0.0001036524772644043,0,36,0,,1,,1,,1,
f1_voicing_dur,0.0025745630264282227,1,36,0,,1,,1,,0,
f1_voicing_dur,0.0024399161338806152,0,36,1,,1,,1,,0,
f1_closure_dur_low_f0,0.0009969472885131836,0,36,,0,0,0,,0,0,1
f1_closure_dur_low_f0,0.0007705092430114746,0,36,,0,0,0,,0,1,0
f1_closure_dur_low_f0,0.0033745765686035156,0,36,,0,0,0,,0,1,1
f1_closure_dur_low_f0,0.0007802248001098633,0,36,,0,0,1,,0,1,0
f1_closure_dur_low_f0,0.0009586215019226074,0,36,,0,0,1,,0,1,1
f1_closure_dur_low_f0,0.001795053482055664,0,36,,0,1,0,,0,1,1
f1_closure_dur_high_f0,0.004223644733428955,0,36,,1,1,1,,1,0,0
f1_closure_dur_high_f0,0.001422882080078125,0,36,,1,1,1,,1,0,1
f1_closure_dur_high_f0,0.0017001032829284668,0,36,,1,1,1,,1,1,0
f1_closure_dur_high_f0,0.0011178255081176758,0,36,,1,0,0,,1,0,1
f1_closure_dur_high_f0,0.0011186003684997559,0,36,,1,0,0,,1,1,0
f1_closure_dur_high_f0,0.0009810924530029297,0,36,,1,0,1,,1,1,0
f0_voicing_dur,0.0002967715263366699,1,36,1,0,,,0,1,,
f0_voicing_dur,5.364418029785156e-07,0,36,1,0,,,0,0,,
f0_voicing_dur,0.0003802776336669922,0,36,1,0,,,1,1,,
f0_voicing_dur,0.0002906918525695801,0,36,0,1,,,0,0,,
f0_voicing_dur,0.00017243623733520508,0,36,0,1,,,1,1,,
f0_voicing_dur,0.0003795027732849121,1,36,0,0,,,1,1,,
f0_closure_dur_low_f1,0.000519096851348877,0,36,,0,0,0,,1,0,1
f0_closure_dur_low_f1,0.0009475946426391602,0,36,,0,0,0,,0,0,1
f0_closure_dur_low_f1,0.00030881166458129883,0,36,,0,0,0,,1,0,0
f0_closure_dur_low_f1,0.0002276301383972168,0,36,,1,0,1,,0,0,1
f0_closure_dur_low_f1,0.0011178255081176758,0,36,,1,0,1,,1,0,0
f0_closure_dur_low_f1,0.0019876956939697266,0,36,,0,0,1,,1,0,0
f0_closure_dur_high_f1,0.0013968944549560547,0,36,,0,1,0,,1,1,1
f0_closure_dur_high_f1,0.0008699893951416016,0,36,,0,1,0,,1,1,0
f0_closure_dur_high_f1,0.004174292087554932,0,36,,0,1,0,,0,1,1
f0_closure_dur_high_f1,0.0017001032829284668,0,36,,1,1,1,,1,1,0
f0_closure_dur_high_f1,0.0016794204711914062,0,36,,1,1,1,,0,1,1
f0_closure_dur_high_f1,0.006194353103637695,0,36,,1,1,0,,0,1,1
