Experiment,Distance,Diagonal?,Trial,stim1_f0,stim1_Closure,stim1_voicing,stim1_F1,stim2_f0,stim2_Closure,stim2_voicing,stim2_F1
f1_voicing_dur,0.0027153491973876953,0,11,,,0,0,,,0,1
f1_voicing_dur,0.0029646754264831543,1,11,,,0,0,,,1,1
f1_voicing_dur,8.672475814819336e-05,0,11,,,0,0,,,1,0
f1_voicing_dur,8.7738037109375e-05,0,11,,,0,1,,,1,1
f1_voicing_dur,0.002666771411895752,1,11,,,0,1,,,1,0
f1_voicing_dur,0.00283128023147583,0,11,,,1,1,,,1,0
f1_closure_dur_low_f0,0.0011879205703735352,0,11,0,0,,0,0,1,,0
f1_closure_dur_low_f0,0.000967562198638916,0,11,0,0,,0,0,0,,1
f1_closure_dur_low_f0,0.0041432976722717285,0,11,0,0,,0,0,1,,1
f1_closure_dur_low_f0,0.0011385679244995117,0,11,0,1,,0,0,0,,1
f1_closure_dur_low_f0,0.0012634992599487305,0,11,0,1,,0,0,1,,1
f1_closure_dur_low_f0,0.0022718310356140137,0,11,0,0,,1,0,1,,1
f1_closure_dur_high_f0,0.004231870174407959,0,11,1,1,,1,1,0,,0
f1_closure_dur_high_f0,0.0014641880989074707,0,11,1,1,,1,1,1,,0
f1_closure_dur_high_f0,0.0016611814498901367,0,11,1,1,,1,1,0,,1
f1_closure_dur_high_f0,0.001122117042541504,0,11,1,0,,0,1,1,,0
f1_closure_dur_high_f0,0.001141667366027832,0,11,1,0,,0,1,0,,1
f1_closure_dur_high_f0,0.0009911060333251953,0,11,1,1,,0,1,0,,1
f0_voicing_dur,0.00018709897994995117,1,11,0,,1,,1,,0,
f0_voicing_dur,4.76837158203125e-07,0,11,0,,1,,0,,0,
f0_voicing_dur,0.0002224445343017578,0,11,0,,1,,1,,1,
f0_voicing_dur,0.00018286705017089844,0,11,1,,0,,0,,0,
f0_voicing_dur,0.00013428926467895508,0,11,1,,0,,1,,1,
f0_voicing_dur,0.0002243518829345703,1,11,0,,0,,1,,1,
f0_closure_dur_low_f1,0.000476837158203125,0,11,0,0,,0,1,1,,0
f0_closure_dur_low_f1,0.0010467767715454102,0,11,0,0,,0,0,1,,0
f0_closure_dur_low_f1,0.00030100345611572266,0,11,0,0,,0,1,0,,0
f0_closure_dur_low_f1,0.0002573728561401367,0,11,1,1,,0,0,1,,0
f0_closure_dur_low_f1,0.001122117042541504,0,11,1,1,,0,1,0,,0
f0_closure_dur_low_f1,0.00217360258102417,0,11,0,1,,0,1,0,,0
f0_closure_dur_high_f1,0.001668691635131836,0,11,0,0,,1,1,1,,1
f0_closure_dur_high_f1,0.0007379055023193359,0,11,0,0,,1,1,0,,1
f0_closure_dur_high_f1,0.004586994647979736,0,11,0,0,,1,0,1,,1
f0_closure_dur_high_f1,0.0016611814498901367,0,11,1,1,,1,1,0,,1
f0_closure_dur_high_f1,0.0016949176788330078,0,11,1,1,,1,0,1,,1
f0_closure_dur_high_f1,0.00608670711517334,0,11,1,0,,1,0,1,,1
