f1_voicing_dur,2.288818359375e-05,0,3,,0,0,,,,0,1,,
f1_voicing_dur,0.002761244773864746,0,3,,0,1,,,,0,1,,
f1_closure_dur_low_f0,0.0012421607971191406,0,3,0,,0,0,,0,,0,1,
f1_closure_dur_low_f0,0.0007568597793579102,0,3,0,,0,0,,0,,1,0,
f1_closure_dur_low_f0,0.004385471343994141,0,3,0,,0,0,,0,,1,1,
f1_closure_dur_low_f0,0.0010371804237365723,0,3,0,,0,1,,0,,1,0,
f1_closure_dur_low_f0,0.0012413859367370605,0,3,0,,0,1,,0,,1,1,
f1_closure_dur_low_f0,0.0025300979614257812,0,3,0,,1,0,,0,,1,1,
f1_closure_dur_high_f0,0.005394339561462402,0,3,1,,1,1,,1,,0,0,
f1_closure_dur_high_f0,0.0016121268272399902,0,3,1,,1,1,,1,,0,1,
f1_closure_dur_high_f0,0.001957714557647705,0,3,1,,1,1,,1,,1,0,
f1_closure_dur_high_f0,0.0013596415519714355,0,3,1,,0,0,,1,,0,1,
f1_closure_dur_high_f0,0.0012552738189697266,0,3,1,,0,0,,1,,1,0,
f1_closure_dur_high_f0,0.0006663799285888672,0,3,1,,0,1,,1,,1,0,
f0_voicing_dur,0.00038802623748779297,1,3,0,,,,1,1,,,,0
f0_voicing_dur,5.364418029785156e-07,0,3,0,,,,1,0,,,,0
f0_voicing_dur,0.0002257823944091797,0,3,0,,,,1,1,,,,1
f0_voicing_dur,0.00038123130798339844,0,3,1,,,,0,0,,,,0
f0_voicing_dur,0.000102996826171875,0,3,1,,,,0,1,,,,1
f0_voicing_dur,0.00021982192993164062,1,3,0,,,,0,1,,,,1
f0_closure_dur_low_f1,0.000516355037689209,0,3,0,,0,0,,1,,0,1,
f0_closure_dur_low_f1,0.0010750293731689453,0,3,0,,0,0,,0,,0,1,
f0_closure_dur_low_f1,0.0003012418746948242,0,3,0,,0,0,,1,,1,0,
f0_closure_dur_low_f1,0.0001684427261352539,0,3,1,,0,1,,0,,0,1,
f0_closure_dur_low_f1,0.0013596415519714355,0,3,1,,0,1,,1,,1,0,
f0_closure_dur_low_f1,0.0023325681686401367,1,3,0,,0,1,,1,,1,0,
f0_closure_dur_high_f1,0.0013762116432189941,1,3,0,,1,0,,1,,0,1,
f0_closure_dur_high_f1,0.0005196928977966309,0,3,0,,1,0,,1,,1,0,
f0_closure_dur_high_f1,0.0053064823150634766,0,3,0,,1,0,,0,,1,1,
f0_closure_dur_high_f1,0.001957714557647705,0,3,1,,0,1,,1,,1,0,
f0_closure_dur_high_f1,0.0017745494842529297,0,3,1,,0,1,,0,,1,1,
f0_closure_dur_high_f1,0.007090210914611816,0,3,1,,1,0,,0,,1,1,
