Experiment,Distance,Diagonal?,Trial,stim1_F1,stim1_voicing,stim1_f0,stim1_Closure,stim2_F1,stim2_voicing,stim2_f0,stim2_Closure
f1_voicing_dur,0.0019062161445617676,0,49,0,0,,,1,0,,
f1_voicing_dur,0.0019022226333618164,1,49,0,0,,,1,1,,
f1_voicing_dur,2.2530555725097656e-05,0,49,0,0,,,0,1,,
f1_voicing_dur,5.46574592590332e-05,0,49,1,0,,,1,1,,
f1_voicing_dur,0.0019872188568115234,1,49,1,0,,,0,1,,
f1_voicing_dur,0.0019450187683105469,0,49,1,1,,,0,1,,
f1_closure_dur_low_f0,0.0005543231964111328,0,49,0,,0,0,0,,0,1
f1_closure_dur_low_f0,0.0005536675453186035,0,49,0,,0,0,1,,0,0
f1_closure_dur_low_f0,0.0022782087326049805,0,49,0,,0,0,1,,0,1
f1_closure_dur_low_f0,0.0004374384880065918,0,49,0,,0,1,1,,0,0
f1_closure_dur_low_f0,0.0006857514381408691,0,49,0,,0,1,1,,0,1
f1_closure_dur_low_f0,0.0011380910873413086,0,49,1,,0,0,1,,0,1
f1_closure_dur_high_f0,0.0029625296592712402,0,49,1,,1,1,0,,1,0
f1_closure_dur_high_f0,0.0011705756187438965,0,49,1,,1,1,0,,1,1
f1_closure_dur_high_f0,0.0012493729591369629,0,49,1,,1,1,1,,1,0
f1_closure_dur_high_f0,0.0005831122398376465,0,49,0,,1,0,0,,1,1
f1_closure_dur_high_f0,0.000700533390045166,0,49,0,,1,0,1,,1,0
f1_closure_dur_high_f0,0.0005552172660827637,0,49,0,,1,1,1,,1,0
f0_voicing_dur,0.00010251998901367188,1,49,,1,0,,,0,1,
f0_voicing_dur,3.5762786865234375e-07,0,49,,1,0,,,0,0,
f0_voicing_dur,9.834766387939453e-05,0,49,,1,0,,,1,1,
f0_voicing_dur,9.936094284057617e-05,0,49,,0,1,,,0,0,
f0_voicing_dur,0.00010085105895996094,0,49,,0,1,,,1,1,
f0_voicing_dur,9.840726852416992e-05,1,49,,0,0,,,1,1,
f0_closure_dur_low_f1,0.0002288222312927246,0,49,0,,0,0,0,,1,1
f0_closure_dur_low_f1,0.00037747621536254883,0,49,0,,0,0,0,,0,1
f0_closure_dur_low_f1,0.00032633543014526367,0,49,0,,0,0,0,,1,0
f0_closure_dur_low_f1,0.0001868605613708496,0,49,0,,1,1,0,,0,1
f0_closure_dur_low_f1,0.0005831122398376465,0,49,0,,1,1,0,,1,0
f0_closure_dur_low_f1,0.0011356472969055176,0,49,0,,0,1,0,,1,0
f0_closure_dur_high_f1,0.0007951855659484863,0,49,1,,0,0,1,,1,1
f0_closure_dur_high_f1,0.0009099841117858887,0,49,1,,0,0,1,,1,0
f0_closure_dur_high_f1,0.0020838379859924316,0,49,1,,0,0,1,,0,1
f0_closure_dur_high_f1,0.0012493729591369629,0,49,1,,1,1,1,,1,0
f0_closure_dur_high_f1,0.0010616183280944824,0,49,1,,1,1,1,,0,1
f0_closure_dur_high_f1,0.004180014133453369,0,49,1,,1,0,1,,0,1
