Experiment,Distance,Diagonal?,Trial,stim1_F1,stim1_voicing,stim1_f0,stim1_Closure,stim2_F1,stim2_voicing,stim2_f0,stim2_Closure
f1_voicing_dur,0.0019375085830688477,0,55,0,0,,,1,0,,
f1_voicing_dur,0.002004683017730713,1,55,0,0,,,1,1,,
f1_voicing_dur,2.3663043975830078e-05,0,55,0,0,,,0,1,,
f1_voicing_dur,8.022785186767578e-05,0,55,1,0,,,1,1,,
f1_voicing_dur,0.0019885897636413574,1,55,1,0,,,0,1,,
f1_voicing_dur,0.00200045108795166,0,55,1,1,,,0,1,,
f1_closure_dur_low_f0,0.0007408261299133301,0,55,0,,0,0,0,,0,1
f1_closure_dur_low_f0,0.0005933642387390137,0,55,0,,0,0,1,,0,0
f1_closure_dur_low_f0,0.0026511549949645996,0,55,0,,0,0,1,,0,1
f1_closure_dur_low_f0,0.0005525946617126465,0,55,0,,0,1,1,,0,0
f1_closure_dur_low_f0,0.0007405281066894531,0,55,0,,0,1,1,,0,1
f1_closure_dur_low_f0,0.0013846755027770996,0,55,1,,0,0,1,,0,1
f1_closure_dur_high_f0,0.003232717514038086,0,55,1,,1,1,0,,1,0
f1_closure_dur_high_f0,0.0010223388671875,0,55,1,,1,1,0,,1,1
f1_closure_dur_high_f0,0.0012752413749694824,0,55,1,,1,1,1,,1,0
f1_closure_dur_high_f0,0.0008978843688964844,0,55,0,,1,0,0,,1,1
f1_closure_dur_high_f0,0.000795900821685791,0,55,0,,1,0,1,,1,0
f1_closure_dur_high_f0,0.0006631016731262207,0,55,0,,1,1,1,,1,0
f0_voicing_dur,0.00013822317123413086,1,55,,1,0,,,0,1,
f0_voicing_dur,2.980232238769531e-07,0,55,,1,0,,,0,0,
f0_voicing_dur,0.0002117156982421875,0,55,,1,0,,,1,1,
f0_voicing_dur,0.00013870000839233398,0,55,,0,1,,,0,0,
f0_voicing_dur,0.00015920400619506836,0,55,,0,1,,,1,1,
f0_voicing_dur,0.0002135634422302246,1,55,,0,0,,,1,1,
f0_closure_dur_low_f1,0.0003241896629333496,0,55,0,,0,0,0,,1,1
f0_closure_dur_low_f1,0.0006289482116699219,0,55,0,,0,0,0,,0,1
f0_closure_dur_low_f1,0.00026792287826538086,0,55,0,,0,0,0,,1,0
f0_closure_dur_low_f1,0.00014275312423706055,0,55,0,,1,1,0,,0,1
f0_closure_dur_low_f1,0.0008978843688964844,0,55,0,,1,1,0,,1,0
f0_closure_dur_low_f1,0.001531362533569336,0,55,0,,0,1,0,,1,0
f0_closure_dur_high_f1,0.0009237527847290039,0,55,1,,0,0,1,,1,1
f0_closure_dur_high_f1,0.0007222890853881836,0,55,1,,0,0,1,,1,0
f0_closure_dur_high_f1,0.002685070037841797,0,55,1,,0,0,1,,0,1
f0_closure_dur_high_f1,0.0012752413749694824,0,55,1,,1,1,1,,1,0
f0_closure_dur_high_f1,0.0011749863624572754,0,55,1,,1,1,1,,0,1
f0_closure_dur_high_f1,0.0044708251953125,0,55,1,,1,0,1,,0,1
